Id,SalePrice
1461,373920740.0
1462,539975740.0
1463,486773200.0
1464,449599680.0
1465,397663500.0
1466,399520960.0
1467,441868480.0
1468,367075140.0
1469,469983870.0
1470,363466100.0
1471,463531780.0
1472,273728200.0
1473,287459460.0
1474,351824830.0
1475,261017780.0
1476,607985500.0
1477,528018300.0
1478,584417100.0
1479,598495360.0
1480,934072960.0
1481,649141760.0
1482,437667140.0
1483,503992000.0
1484,344235260.0
1485,377971360.0
1486,405446980.0
1487,660517060.0
1488,509106800.0
1489,408181950.0
1490,537676540.0
1491,432674240.0
1492,349196700.0
1493,492888900.0
1494,559108300.0
1495,609590300.0
1496,492758750.0
1497,356395200.0
1498,298663970.0
1499,287621250.0
1500,307329020.0
1501,422354240.0
1502,261130110.0
1503,556036900.0
1504,451708770.0
1505,503263360.0
1506,580628200.0
1507,606300800.0
1508,581675800.0
1509,407499520.0
1510,455359520.0
1511,458879170.0
1512,538288260.0
1513,405539330.0
1514,621758660.0
1515,592735360.0
1516,496170700.0
1517,461283000.0
1518,482330100.0
1519,551655800.0
1520,418247230.0
1521,460004030.0
1522,523761470.0
1523,356719170.0
1524,379097020.0
1525,395844480.0
1526,409454200.0
1527,306124160.0
1528,368985150.0
1529,394376640.0
1530,507354560.0
1531,432409280.0
1532,327621470.0
1533,376160830.0
1534,336109120.0
1535,478119420.0
1536,387821700.0
1537,310453760.0
1538,411167680.0
1539,423074370.0
1540,457487800.0
1541,396502270.0
1542,420724480.0
1543,481796300.0
1544,278447940.0
1545,312739360.0
1546,316456400.0
1547,388577730.0
1548,359697920.0
1549,298982530.0
1550,392661570.0
1551,394244480.0
1552,437557340.0
1553,415845800.0
1554,292981220.0
1555,571800260.0
1556,352722050.0
1557,469275620.0
1558,286106620.0
1559,391547330.0
1560,414029900.0
1561,583447400.0
1562,313484860.0
1563,353520830.0
1564,479623000.0
1565,379068380.0
1566,610789100.0
1567,294182850.0
1568,601881340.0
1569,478361280.0
1570,345190400.0
1571,377787700.0
1572,444803460.0
1573,604510700.0
1574,434410200.0
1575,556860600.0
1576,515899650.0
1577,398751100.0
1578,403175520.0
1579,397761920.0
1580,424902340.0
1581,401184130.0
1582,335795140.0
1583,689136400.0
1584,477844220.0
1585,328953470.0
1586,213329890.0
1587,297483550.0
1588,464138430.0
1589,358199170.0
1590,367745800.0
1591,317991300.0
1592,385909700.0
1593,323624060.0
1594,396647500.0
1595,405457730.0
1596,563357900.0
1597,571519300.0
1598,466690430.0
1599,354872640.0
1600,362422500.0
1601,257898240.0
1602,339025570.0
1603,327562560.0
1604,531127100.0
1605,495463260.0
1606,459564540.0
1607,610260350.0
1608,466603700.0
1609,409196100.0
1610,341344830.0
1611,448194850.0
1612,460053900.0
1613,464799800.0
1614,334108160.0
1615,252325840.0
1616,241866660.0
1617,260188940.0
1618,328702340.0
1619,347965200.0
1620,513964380.0
1621,367393300.0
1622,429787520.0
1623,588410240.0
1624,533741380.0
1625,385707460.0
1626,530275650.0
1627,460778240.0
1628,556779970.0
1629,369951700.0
1630,744384400.0
1631,461946100.0
1632,531161600.0
1633,341167970.0
1634,418845630.0
1635,391988480.0
1636,383819040.0
1637,508191200.0
1638,504237380.0
1639,526920960.0
1640,612758340.0
1641,524481570.0
1642,446374460.0
1643,435384450.0
1644,431379400.0
1645,563578300.0
1646,442881020.0
1647,441925150.0
1648,384146850.0
1649,393274080.0
1650,347239780.0
1651,341418700.0
1652,270620600.0
1653,247847060.0
1654,342973820.0
1655,307148160.0
1656,342213800.0
1657,344116030.0
1658,341114180.0
1659,288506000.0
1660,417061280.0
1661,782812300.0
1662,639622140.0
1663,704327230.0
1664,907952640.0
1665,571973200.0
1666,685565400.0
1667,746829700.0
1668,604852300.0
1669,548253760.0
1670,647867140.0
1671,647092200.0
1672,870110100.0
1673,552060900.0
1674,529763940.0
1675,476270900.0
1676,446394560.0
1677,500786430.0
1678,891880300.0
1679,781559940.0
1680,602710500.0
1681,474114620.0
1682,658059700.0
1683,414072700.0
1684,381319070.0
1685,368742900.0
1686,359305920.0
1687,331630340.0
1688,406409340.0
1689,409156960.0
1690,404018800.0
1691,367432450.0
1692,497388000.0
1693,338104130.0
1694,404707680.0
1695,321404000.0
1696,625159000.0
1697,322293950.0
1698,677101200.0
1699,603964700.0
1700,538737150.0
1701,578047800.0
1702,551303600.0
1703,532623400.0
1704,599859700.0
1705,490416060.0
1706,817347100.0
1707,444617100.0
1708,448977340.0
1709,521693570.0
1710,455361120.0
1711,478793660.0
1712,553550660.0
1713,586723100.0
1714,503320830.0
1715,406608200.0
1716,410528700.0
1717,381030140.0
1718,372770560.0
1719,430560160.0
1720,498733300.0
1721,421797800.0
1722,408343230.0
1723,447412400.0
1724,453941900.0
1725,509576100.0
1726,382098800.0
1727,413522200.0
1728,359014460.0
1729,387547040.0
1730,343421540.0
1731,323878000.0
1732,355048400.0
1733,367273920.0
1734,388281800.0
1735,351322660.0
1736,304514100.0
1737,732460300.0
1738,494653000.0
1739,546059460.0
1740,494777180.0
1741,426498180.0
1742,380848000.0
1743,356924100.0
1744,653392000.0
1745,588004400.0
1746,480161660.0
1747,510191360.0
1748,545432000.0
1749,466323330.0
1750,456578240.0
1751,569255700.0
1752,336068300.0
1753,488044930.0
1754,531782900.0
1755,555866600.0
1756,350393800.0
1757,332749700.0
1758,459460030.0
1759,517712260.0
1760,442530200.0
1761,486974850.0
1762,458049060.0
1763,501092960.0
1764,344889470.0
1765,574101000.0
1766,529836480.0
1767,607343000.0
1768,440312200.0
1769,491129800.0
1770,387912300.0
1771,409659200.0
1772,431103230.0
1773,390996700.0
1774,592156160.0
1775,385491780.0
1776,384693470.0
1777,332553630.0
1778,389292160.0
1779,316307520.0
1780,424110600.0
1781,420711230.0
1782,278146500.0
1783,372147330.0
1784,289997920.0
1785,375995200.0
1786,486884480.0
1787,366476030.0
1788,214442880.0
1789,322618800.0
1790,296221150.0
1791,573332500.0
1792,484531550.0
1793,424361950.0
1794,370591970.0
1795,420893250.0
1796,304309820.0
1797,365766820.0
1798,346893920.0
1799,302377400.0
1800,341627260.0
1801,391925760.0
1802,371462050.0
1803,427480600.0
1804,390044160.0
1805,390165220.0
1806,334798270.0
1807,480910720.0
1808,361844930.0
1809,351116400.0
1810,372827700.0
1811,374848600.0
1812,382354750.0
1813,346720900.0
1814,310432580.0
1815,186768450.0
1816,287884900.0
1817,377421200.0
1818,439946180.0
1819,289977440.0
1820,243115420.0
1821,346296450.0
1822,385257950.0
1823,259141890.0
1824,397129470.0
1825,326000060.0
1826,328960500.0
1827,324584350.0
1828,396514880.0
1829,381336900.0
1830,428973280.0
1831,430138100.0
1832,412369950.0
1833,432271100.0
1834,314363070.0
1835,429286940.0
1836,413251780.0
1837,325091700.0
1838,374238080.0
1839,235235170.0
1840,465497020.0
1841,449834800.0
1842,318631230.0
1843,426017150.0
1844,324773060.0
1845,428911260.0
1846,466898880.0
1847,559481540.0
1848,217109800.0
1849,372790400.0
1850,384029920.0
1851,403746050.0
1852,374600740.0
1853,344871300.0
1854,394996400.0
1855,433990400.0
1856,498176160.0
1857,514478340.0
1858,374723840.0
1859,319299170.0
1860,445973950.0
1861,316301020.0
1862,619518850.0
1863,587648600.0
1864,587949500.0
1865,584680400.0
1866,613895900.0
1867,470534800.0
1868,651968260.0
1869,447394460.0
1870,479795260.0
1871,501051700.0
1872,379950750.0
1873,569720260.0
1874,394837000.0
1875,548031100.0
1876,457601280.0
1877,532747400.0
1878,497795140.0
1879,426523520.0
1880,350264960.0
1881,579632260.0
1882,523469400.0
1883,402410300.0
1884,457160670.0
1885,596806850.0
1886,647786240.0
1887,512109570.0
1888,580324500.0
1889,362507100.0
1890,409193900.0
1891,311339140.0
