ID,Calories_Burned
TEST_0000,6.127856897865058
TEST_0001,8.446175791571477
TEST_0002,8.447998598263894
TEST_0003,8.446699546368109
TEST_0004,6.127806326925565
TEST_0005,6.127802029062877
TEST_0006,8.44761889710162
TEST_0007,8.448113405385357
TEST_0008,8.447676795001826
TEST_0009,6.128213683401555
TEST_0010,6.128032459750102
TEST_0011,6.128180105906722
TEST_0012,8.448623449679417
TEST_0013,8.4471173143761
TEST_0014,8.446083810477376
TEST_0015,6.128407606551264
TEST_0016,8.447280573971966
TEST_0017,6.128020870619366
TEST_0018,6.127895932084357
TEST_0019,8.448810030065033
TEST_0020,8.447578657638132
TEST_0021,8.447290275798423
TEST_0022,8.448100352530219
TEST_0023,6.128150609063596
TEST_0024,8.448521206060832
TEST_0025,6.128018807268745
TEST_0026,8.447711330384209
TEST_0027,6.127832787220541
TEST_0028,6.128044768145628
TEST_0029,6.1280684738230775
TEST_0030,6.128372148403287
TEST_0031,8.44637086681496
TEST_0032,8.447672128814247
TEST_0033,8.447885800586391
TEST_0034,6.128023479437616
TEST_0035,8.446970383527969
TEST_0036,6.1283117436105385
TEST_0037,8.446984058822636
TEST_0038,8.448834283005453
TEST_0039,6.127945289881609
TEST_0040,8.446598400998482
TEST_0041,6.127908017448135
TEST_0042,8.446903485929397
TEST_0043,6.1281651159497414
TEST_0044,6.128173840857926
TEST_0045,8.448011937044612
TEST_0046,8.44739665187808
TEST_0047,6.127867895207601
TEST_0048,8.44669616009105
TEST_0049,8.447319035661167
TEST_0050,8.448787658102447
TEST_0051,6.128013933055627
TEST_0052,8.446475059481145
TEST_0053,8.44716347967642
TEST_0054,6.128128136548185
TEST_0055,6.128154614993036
TEST_0056,8.446370051818121
TEST_0057,8.448612041408524
TEST_0058,8.44828352904915
TEST_0059,6.1281241464876075
TEST_0060,8.448198042403874
TEST_0061,6.128058546768443
TEST_0062,6.128065679256906
TEST_0063,6.128267229314588
TEST_0064,8.44798654729857
TEST_0065,6.127975273544507
TEST_0066,8.446489564238618
TEST_0067,6.127981324458233
TEST_0068,6.1280932976042095
TEST_0069,6.128229189505873
TEST_0070,8.446864657137667
TEST_0071,8.448283477775476
TEST_0072,8.448795511729259
TEST_0073,8.446477631015114
TEST_0074,8.44832337175194
TEST_0075,6.128099050374658
TEST_0076,6.1281920918245305
TEST_0077,6.128136733559586
TEST_0078,8.447996959464035
TEST_0079,8.446673382791232
TEST_0080,6.127927540344899
TEST_0081,6.127983215415952
TEST_0082,8.447098884711522
TEST_0083,8.447068113967362
TEST_0084,8.447811850263406
TEST_0085,6.127852582709238
TEST_0086,6.12800730334493
TEST_0087,6.1283514608931
TEST_0088,8.446547820813976
TEST_0089,8.447974037779204
TEST_0090,6.128238336350478
TEST_0091,6.128306886399514
TEST_0092,8.448437888345325
TEST_0093,8.446271816593253
TEST_0094,8.448794150358935
TEST_0095,6.128397464735826
TEST_0096,8.446168633978232
TEST_0097,8.44743139227512
TEST_0098,8.446274465297847
TEST_0099,6.127755976111075
TEST_0100,6.128379301317182
TEST_0101,6.1279959920175315
TEST_0102,8.446678807487842
TEST_0103,8.44665452555455
TEST_0104,8.447632215491922
TEST_0105,6.127828833119565
TEST_0106,8.448309439146215
TEST_0107,8.448509320329322
TEST_0108,8.446670793296562
TEST_0109,6.128305775944682
TEST_0110,8.44731721333028
TEST_0111,6.127891654057748
TEST_0112,8.448238720958216
TEST_0113,8.446588476484067
TEST_0114,8.448118444941883
TEST_0115,6.128145119946566
TEST_0116,6.128179442981491
TEST_0117,6.1282377831375925
TEST_0118,6.1284004297958745
TEST_0119,6.128445056852797
TEST_0120,8.446592058752685
TEST_0121,8.447687428190875
TEST_0122,6.128288285372037
TEST_0123,8.448621435458335
TEST_0124,6.1283049935900635
TEST_0125,6.1280558226008
TEST_0126,6.128230762211388
TEST_0127,6.128224146390494
TEST_0128,6.128081944116275
TEST_0129,6.12813256931986
TEST_0130,6.128198782469553
TEST_0131,8.446567739051261
TEST_0132,6.128144597716528
TEST_0133,8.446581462566883
TEST_0134,6.128009842166648
TEST_0135,6.128164833926348
TEST_0136,6.128171687798385
TEST_0137,6.128166135873471
TEST_0138,8.446488747074454
TEST_0139,8.448650764824379
TEST_0140,8.447596364238052
TEST_0141,6.128407420776057
TEST_0142,6.128004676105775
TEST_0143,8.44842985803598
TEST_0144,6.128402240852665
TEST_0145,8.448096393613923
TEST_0146,6.1279494707432605
TEST_0147,6.128154817984978
TEST_0148,6.128044583518204
TEST_0149,8.447613790901869
TEST_0150,6.12829234232413
TEST_0151,8.44771581387613
TEST_0152,6.128218554666091
TEST_0153,6.128363087624166
TEST_0154,8.447292024868148
TEST_0155,8.44789691447977
TEST_0156,8.446562855479442
TEST_0157,8.44811099358003
TEST_0158,6.1277634000070975
TEST_0159,8.448222804085162
TEST_0160,6.1279690240353375
TEST_0161,6.127992771955178
TEST_0162,6.127964164708828
TEST_0163,8.446437602644437
TEST_0164,8.447610727055235
TEST_0165,6.128288005620561
TEST_0166,6.128283243080659
TEST_0167,8.447389864046727
TEST_0168,6.127820927044013
TEST_0169,8.44710089621276
TEST_0170,6.128095695081356
TEST_0171,8.447374116987248
TEST_0172,6.1284411606411595
TEST_0173,8.447801043993877
TEST_0174,6.128403926895771
TEST_0175,6.128257615806433
TEST_0176,8.448824383514875
TEST_0177,8.447916782140055
TEST_0178,6.127807558297718
TEST_0179,6.127808908880979
TEST_0180,8.448196542225105
TEST_0181,8.447606793281466
TEST_0182,8.44737617371311
TEST_0183,6.128029430195966
TEST_0184,6.127906829766289
TEST_0185,6.1280522364886565
TEST_0186,6.1284082377696905
TEST_0187,8.447710356243533
TEST_0188,8.446459898679677
TEST_0189,8.448906358523345
TEST_0190,6.1282669888914825
TEST_0191,6.128425849821724
TEST_0192,6.127975043673359
TEST_0193,6.128283407391791
TEST_0194,6.127849925947885
TEST_0195,8.447412904322391
TEST_0196,8.448808340386677
TEST_0197,8.446276208614108
TEST_0198,8.448925195702486
TEST_0199,8.448800713473702
TEST_0200,8.448934306984938
TEST_0201,8.447187630421467
TEST_0202,8.448400121255418
TEST_0203,6.128296423072243
TEST_0204,8.447616715340246
TEST_0205,6.128115835841527
TEST_0206,8.447199206242658
TEST_0207,8.447496579690778
TEST_0208,6.128370871583684
TEST_0209,6.128197937872756
TEST_0210,8.447994581809326
TEST_0211,6.127793217936414
TEST_0212,6.127918847199908
TEST_0213,6.12840027330094
TEST_0214,8.448024784453992
TEST_0215,8.447823455112484
TEST_0216,8.447599217412062
TEST_0217,6.128001610739375
TEST_0218,8.447998430388907
TEST_0219,6.128033925448108
TEST_0220,8.446908199415702
TEST_0221,6.128154194475428
TEST_0222,8.44710876076806
TEST_0223,8.446312924323593
TEST_0224,6.128148790952764
TEST_0225,8.447986554876024
TEST_0226,8.447389100686905
TEST_0227,8.446587042369629
TEST_0228,6.128152145085551
TEST_0229,6.128447765240708
TEST_0230,8.447575795637022
TEST_0231,8.447486347513404
TEST_0232,8.447891984865691
TEST_0233,6.128070438047871
TEST_0234,8.448812662155433
TEST_0235,6.128231404509279
TEST_0236,6.1280500757911796
TEST_0237,8.448503666389115
TEST_0238,8.446875541289955
TEST_0239,8.44861075065728
TEST_0240,8.448726501299916
TEST_0241,6.127896524691096
TEST_0242,6.1280187031788955
TEST_0243,6.1284388676122035
TEST_0244,8.448112096480145
TEST_0245,8.447501985478993
TEST_0246,6.1283050260299206
TEST_0247,8.446781297051984
TEST_0248,8.448221415490025
TEST_0249,6.128370995873411
TEST_0250,6.128246330539696
TEST_0251,8.447074407343734
TEST_0252,8.447783517979587
TEST_0253,6.128026082302313
TEST_0254,8.44720357417782
TEST_0255,6.128353173511641
TEST_0256,8.448824484730721
TEST_0257,8.447056017358591
TEST_0258,6.128011727732883
TEST_0259,6.128379289371878
TEST_0260,8.448430720525721
TEST_0261,6.128120478895653
TEST_0262,6.128215408982214
TEST_0263,8.44839594352834
TEST_0264,6.128292056693681
TEST_0265,6.128466376223514
TEST_0266,8.44800373074213
TEST_0267,6.128367086497747
TEST_0268,8.447707043570972
TEST_0269,8.44637560319461
TEST_0270,6.128070895652854
TEST_0271,6.127912026178819
TEST_0272,6.128412244130232
TEST_0273,8.4464795816275
TEST_0274,6.128344372511492
TEST_0275,6.128206332088666
TEST_0276,6.1280539436484105
TEST_0277,6.12797828143448
TEST_0278,8.448830412226016
TEST_0279,8.44770010347338
TEST_0280,8.446492651591143
TEST_0281,6.128039520426682
TEST_0282,6.1283199795343535
TEST_0283,6.1283942402478715
TEST_0284,8.44629274826184
TEST_0285,6.128253235632656
TEST_0286,6.128250359486628
TEST_0287,6.128233683170038
TEST_0288,8.447403630339068
TEST_0289,6.128153290141199
TEST_0290,8.446792758822994
TEST_0291,8.448534016000394
TEST_0292,6.128122104806607
TEST_0293,8.447699320890933
TEST_0294,8.447087427185124
TEST_0295,8.44800618871841
TEST_0296,8.44739025454055
TEST_0297,6.1279875212712795
TEST_0298,8.447176536767074
TEST_0299,6.127857788691472
TEST_0300,8.446301753966964
TEST_0301,8.449029952776982
TEST_0302,8.446293294592579
TEST_0303,6.128018548890395
TEST_0304,8.44747243256461
TEST_0305,6.127984207852933
TEST_0306,8.447692986515449
TEST_0307,6.127761630508758
TEST_0308,6.127840725333954
TEST_0309,8.447073092822848
TEST_0310,8.447939740995935
TEST_0311,6.128259988687205
TEST_0312,8.446684807810925
TEST_0313,6.1281510356784565
TEST_0314,8.446474393082099
TEST_0315,6.127787698600514
TEST_0316,8.446376897595655
TEST_0317,8.446776060211505
TEST_0318,6.128265411429311
TEST_0319,8.44607629229995
TEST_0320,8.446238293488932
TEST_0321,8.44718738090296
TEST_0322,8.446491096746286
TEST_0323,6.1281361685450975
TEST_0324,8.447572978815515
TEST_0325,6.128433697347646
TEST_0326,8.447609531794114
TEST_0327,6.128009197105712
TEST_0328,6.128098241204498
TEST_0329,8.447617604869265
TEST_0330,8.448724717909954
TEST_0331,8.447208722863252
TEST_0332,6.1284454430388
TEST_0333,6.128079902187892
TEST_0334,6.128328297434564
TEST_0335,8.447171792512108
TEST_0336,8.447396493013912
TEST_0337,6.1278061676075595
TEST_0338,8.447502596153754
TEST_0339,6.127959142286272
TEST_0340,6.128335531147968
TEST_0341,8.446269261507496
TEST_0342,6.128097364564383
TEST_0343,6.127909786104283
TEST_0344,8.447594750234657
TEST_0345,8.44872537572337
TEST_0346,8.44808714017654
TEST_0347,6.128129501512376
TEST_0348,8.448502574099166
TEST_0349,8.44625779206035
TEST_0350,6.12783201477032
TEST_0351,6.1281964983354555
TEST_0352,6.12796935289407
TEST_0353,8.447660763023123
TEST_0354,6.128201704783351
TEST_0355,8.448995163800646
TEST_0356,6.127816430391249
TEST_0357,8.446686856892939
TEST_0358,8.446567010199942
TEST_0359,6.128002871035278
TEST_0360,8.447287790787414
TEST_0361,8.446775398017962
TEST_0362,8.446460874325112
TEST_0363,8.448282468036268
TEST_0364,6.127867955043257
TEST_0365,6.128296434528238
TEST_0366,8.44655784018505
TEST_0367,6.128333445340104
TEST_0368,8.446168673792272
TEST_0369,8.447319348585552
TEST_0370,6.1283126752150565
TEST_0371,8.447293629127216
TEST_0372,6.128046836005524
TEST_0373,8.44697786099323
TEST_0374,6.1283460107606516
TEST_0375,8.446788170930631
TEST_0376,6.127820310881361
TEST_0377,8.446165833483064
TEST_0378,6.128224212008718
TEST_0379,6.128112163452897
TEST_0380,6.127959521143566
TEST_0381,8.448490090011546
TEST_0382,6.1282976334878185
TEST_0383,6.127791658769638
TEST_0384,8.448914833874369
TEST_0385,6.128458401581156
TEST_0386,6.127924899554273
TEST_0387,8.447297320734378
TEST_0388,8.44739667584372
TEST_0389,6.127838294389221
TEST_0390,8.446777672355438
TEST_0391,8.448615482638616
TEST_0392,6.128022611597771
TEST_0393,6.127961585109006
TEST_0394,6.128333569089591
TEST_0395,6.127849867190889
TEST_0396,8.447384452258575
TEST_0397,8.448604639953373
TEST_0398,8.447078751544723
TEST_0399,6.127966123718579
TEST_0400,8.447100856321867
TEST_0401,8.446497330503007
TEST_0402,8.44646253682049
TEST_0403,6.127929346341261
TEST_0404,8.447304437383536
TEST_0405,6.128086883622018
TEST_0406,6.128362191962879
TEST_0407,6.128210686043531
TEST_0408,8.446462327817244
TEST_0409,6.127832295131157
TEST_0410,6.128074087348068
TEST_0411,6.1277859925594385
TEST_0412,8.44892011067941
TEST_0413,8.448008817240407
TEST_0414,6.127843465745173
TEST_0415,6.128423357993597
TEST_0416,6.12822157705159
TEST_0417,6.128091771830441
TEST_0418,8.44797283339085
TEST_0419,6.128408870474232
TEST_0420,6.127893407134252
TEST_0421,6.128274887192674
TEST_0422,6.128111353995337
TEST_0423,6.128225285017834
TEST_0424,8.44657641804497
TEST_0425,6.1282544770947425
TEST_0426,8.448114117450586
TEST_0427,6.128408342588955
TEST_0428,8.44787574296879
TEST_0429,6.128077525538174
TEST_0430,8.447601133174885
TEST_0431,6.127788131540001
TEST_0432,8.447883417457888
TEST_0433,8.449036323720975
TEST_0434,8.4464922168886
TEST_0435,8.447487459840431
TEST_0436,8.447489163382215
TEST_0437,6.127956243297376
TEST_0438,6.1282873112249945
TEST_0439,6.127843828800906
TEST_0440,6.127791185408569
TEST_0441,6.128210646629668
TEST_0442,6.128274292086644
TEST_0443,6.128227300727303
TEST_0444,6.12780574435601
TEST_0445,8.44677658057526
TEST_0446,8.446695102068134
TEST_0447,6.128278715701526
TEST_0448,6.128107652979452
TEST_0449,6.128210696026144
TEST_0450,6.128059307153308
TEST_0451,6.128061398534555
TEST_0452,6.128207486102838
TEST_0453,8.447985514218544
TEST_0454,8.448520972667666
TEST_0455,8.448193703061861
